[LOG] ➡️ Chosen Word: 'Rajah' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'kill' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'his' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'servant' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'who' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'often' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Seemingly unaware of kill he his servant who has he is often have a.
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'talk' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'about' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'surely' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'why' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'about' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
Generated Text:
I didn't see you there. Furrow in you know he has ever know nothing I see. A secluded booth in question that this is not return home a couch I call. Doctor Somerton be the second the garden the street the first place where the. We presume to be talk about you surely we do why I just about this is just.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'himself' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'plan' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'village' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'sufficient' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'decomposition' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'procure' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'receipt' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'out' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'realize' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'great' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'place' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'come' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'thus' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'voice' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'who' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'well' | Target POS: N/A | Chosen POS: INTJ
[LOG] ➡️ Chosen Word: 'chance' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'everything' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'alone' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'silence' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: '

' | Target POS: N/A | Chosen POS: SPACE
[LOG] ➡️ Chosen Word: 'if' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'little' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'thing' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'retire' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'life' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'depend' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'upon' | Target POS: N/A | Chosen POS: SCONJ
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'these' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'advantage' | Target POS: N/A | Chosen POS: NOUN
Generated Text:
I didn't see you there. Which give himself a plan the village be it is sufficient decomposition to procure the. Where do you a receipt in this out to realize just a great place I have come to. Who stand thus I a voice with he who has well chance I everything I alone and that. His seat in the silence if we have little thing have retire life depend upon these advantage.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'witness' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'his' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'daughter' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: ''s' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'wife' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: ''s' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'friend' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'whom' | Target POS: N/A | Chosen POS: PRON
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'shoot' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'Mr.' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'Ransome' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'tell' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'my' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'husband' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'then' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Close I and I but I tell you I think it my husband I say he then I.
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'Mr.' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'Duncan' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'Mr.' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'Duncan' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'for' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'Harry' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'stand' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'Jake' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'Mr.' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'Raeburn' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: ''s' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'boy' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'dye' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'turban' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'there' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'snow' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'cap' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'tension' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'centre' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'shouting' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'there' | Target POS: N/A | Chosen POS: ADV
Attempt 1: Generated incoherent sentence: Their indigo dye turban and there the snow cap with tension that the centre of shouting and there.
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'major' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'breakthrough' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'fact' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'very' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'likely' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'there' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'still' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'immediately' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'perceive' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
Attempt 2: Generated incoherent sentence: The weight of the major breakthrough in fact be very likely that there still and immediately perceive the.
[LOG] ➡️ Chosen Word: 'as' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'she' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'cry' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'who' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'know' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'really' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'wish' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'know' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'what' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'feel' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'like' | Target POS: N/A | Chosen POS: INTJ
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'nothing' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'whatever' | Target POS: N/A | Chosen POS: PRON
Generated Text:
I didn't see you there. Murder have witness his daughter 's wife 's friend whom we shoot Mr. Ransome but. Jake nod to Mr. Duncan he Mr. Duncan for Harry stand and Jake say Mr. Raeburn 's boy. The face as she cry I who I do not do not do you know that he really. I realize we I wish you I know what I feel like this I say nothing whatever.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'door' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'close' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'upon' | Target POS: N/A | Chosen POS: SCONJ
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'leave' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: '’d' | Target POS: N/A | Chosen POS: AUX
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'come' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'through' | Target POS: N/A | Chosen POS: ADP
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'generation' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'lock' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'Prince' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'daughter' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'waste' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'upon' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'change' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'table' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: '

' | Target POS: N/A | Chosen POS: SPACE
[LOG] ➡️ Chosen Word: 'Sarah' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'know' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'she' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'voice' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'steady' | Target POS: N/A | Chosen POS: ADJ
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'listen' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'intently' | Target POS: N/A | Chosen POS: ADV
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: '

' | Target POS: N/A | Chosen POS: SPACE
[LOG] ➡️ Chosen Word: 'listen' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'listen' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'listen' | Target POS: N/A | Chosen POS: VERB
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'voice' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'cut' | Target POS: N/A | Chosen POS: VERB
